,POI,lat,long
1712,cafe,51.6018054,-0.2691474
1713,post,51.5907346,-0.266186
1714,post,51.59402550000001,-0.2621786
1715,post,51.5936063,-0.2544423
1716,post,51.6005018,-0.266991
1717,post,51.60045,-0.26697
1718,post,51.59355559999999,-0.254453
1719,gym,51.5955232,-0.2610057
1720,gym,51.5939901,-0.2637891
1721,gym,51.5916559,-0.2564291
1722,gym,51.58804790000001,-0.2630386
1723,gym,51.6013014,-0.2671489
1724,gym,51.5923427,-0.2622212
1725,homeless shelter,51.58953169999999,-0.2540962
1726,parking,51.5938756,-0.2629118
1727,parking,51.5960442,-0.2632809
1728,"atm,",51.5934936,-0.2594966
1729,"atm,",51.6004553,-0.2669262
1730,"atm,",51.5935921,-0.2544643
1731,"atm,",51.5971134,-0.2636653
1732,"atm,",51.5882303,-0.2633453
1733,park,51.59840270000001,-0.258479
1734,park,51.5921041,-0.2623894
1735,park,51.5977026,-0.2571992
1736,park,51.5905557,-0.2681649
1737,park,51.592381,-0.262927
1738,park,51.5992465,-0.2586516
1739,market,51.59345829999999,-0.2541553
1740,market,51.6006721,-0.2677684
1741,market,51.6010071,-0.2675746
1742,market,51.601138,-0.2683013
1743,market,51.5945434,-0.2621757
1744,restaurant,51.6026373,-0.2703295
1745,restaurant,51.6009108,-0.2674585
1746,restaurant,51.6019116,-0.2694466
1747,restaurant,51.6030145,-0.2701115
1748,restaurant,51.6022889,-0.2645927
1749,restaurant,51.60365299999999,-0.270755
1750,restaurant,51.6021447,-0.2643749
1751,restaurant,51.602858,-0.2630248
1752,restaurant,51.6025593,-0.2703374
1753,restaurant,51.601111,-0.2676841
1754,groceries,51.60287109999999,-0.27062
1755,groceries,51.60284009999999,-0.2630575
1756,groceries,51.6022498,-0.2641817
1757,groceries,51.60166599999999,-0.2684312
1758,groceries,51.601288,-0.268517
1759,groceries,51.6009799,-0.2665124
1760,groceries,51.6017741,-0.2650817
1761,church,51.6034755,-0.2706785
1762,church,51.6030203,-0.2627201
1763,church,51.60234550000001,-0.266675
1764,church,51.60257009999999,-0.2608092
1765,church,51.6147767,-0.2620606
1766,bus,51.602577,-0.264017
1767,bus,51.602039,-0.264701
1768,bus,51.6011216,-0.266661
1769,bus,51.610184,-0.259683
1770,bus,51.605083,-0.256455
1771,bus,51.610177,-0.2604044
1772,bus,51.6116389,-0.2723204
1773,bus,51.6020027,-0.2647387
1774,bus,51.612949,-0.274614
1775,bus,51.608917,-0.265321
1776,bus,51.608437,-0.26557
1777,bus,51.609043,-0.266616
1778,bus,51.604141,-0.260318
1779,school,51.6057555,-0.2707322
1780,school,51.6083722,-0.2691082
1781,school,51.6079756,-0.2647276
1782,school,51.6081254,-0.2633641
1783,school,51.6118532,-0.2579936
1784,school,51.60288,-0.2675019
1785,school,51.60421090000001,-0.2575173
1786,school,51.6027163,-0.2603465
1787,school,51.6126335,-0.2617716
1788,school,51.6143134,-0.2620166
1789,school,51.6082635,-0.2535753
1790,school,51.6088546,-0.2658652
1791,hospital,51.60648219999999,-0.2711481
1792,hospital,51.6059934,-0.2716866
1793,hotel,51.6103004,-0.2534995
1794,bar,51.60110599999999,-0.2676788
1795,cafe,51.6034986,-0.2713444
1796,cafe,51.6105628,-0.2573514
1797,cafe,51.6033713,-0.2711769
1798,cafe,51.6016373,-0.2682653
1799,cafe,51.6026363,-0.2641166
1800,cafe,51.6033432,-0.271616
1801,bank,51.60222719999999,-0.2697082
1802,post,51.6105087,-0.2581763
1803,post,51.6105113,-0.2583901
1804,gym,51.60517189999999,-0.2554644
1805,train,51.6114433,-0.2693253
1806,train,51.60268989999999,-0.2640211
1807,train,51.6117047,-0.2655695
1808,parking,51.602867,-0.2654083
1809,parking,51.6040339,-0.2670342
1810,parking,51.6038965,-0.2678847
1811,"atm,",51.6105561,-0.2582113
1812,"atm,",51.6006373,-0.2677297
1813,"atm,",51.6021268,-0.2643645
1814,park,51.60693970000001,-0.2586846
1815,park,51.602753,-0.2700278
1816,park,51.61164309999999,-0.2554174
1817,park,51.5998248,-0.2615728
1818,market,51.602062,-0.2651439
1819,market,51.6020532,-0.2651312
1820,market,51.6006785,-0.2680654
1821,market,51.6012619,-0.2665028
1822,market,51.60261879999999,-0.2645417
1823,library,51.6032064,-0.2630606
1824,restaurant,51.6161965,-0.2606407
1825,restaurant,51.6170232,-0.2604983
1826,restaurant,51.61527880000001,-0.2753841
1827,restaurant,51.6151801,-0.2753912
1828,restaurant,51.6167062,-0.2599207
1829,restaurant,51.6161287,-0.2746625
1830,groceries,51.6163073,-0.2602574
1831,groceries,51.6169301,-0.2611869
1832,groceries,51.6222043,-0.2550266
1833,groceries,51.6264346,-0.2698149
1834,groceries,51.613603,-0.2755743
1835,bus,51.621716,-0.2734
1836,bus,51.622402,-0.274226
1837,bus,51.61824799999999,-0.271784
1838,bus,51.613403,-0.275492
1839,bus,51.622231,-0.26987
1840,bus,51.61757300000001,-0.272878
1841,bus,51.622334,-0.26585
1842,bus,51.622162,-0.267013
1843,bus,51.622532,-0.27438
1844,bus,51.6137579,-0.2749933
1845,bus,51.619354,-0.257903
1846,bus,51.615944,-0.260706
1847,bus,51.616158,-0.27468
1848,bus,51.621506,-0.273292
1849,school,51.618037,-0.2715951
1850,school,51.615441,-0.2550726
1851,school,51.6273057,-0.2563852
1852,school,51.62383519999999,-0.2713261
1853,school,51.6269919,-0.2707682
1854,school,51.627591,-0.2567487
1855,school,51.6154878,-0.260006
1856,school,51.6175327,-0.272752
1857,school,51.6147376,-0.2701416
1858,school,51.6229556,-0.2674999
1859,bar,51.6166466,-0.2594638
1860,cafe,51.6164354,-0.260529
1861,cafe,51.62094099999999,-0.2551212
1862,bank,51.6264525,-0.2704532
1863,post,51.6264945,-0.269319
1864,post,51.616196,-0.2671712
1865,post,51.6210663,-0.2547681
1866,post,51.62101,-0.25477
1867,post,51.626681,-0.2681855
1868,gym,51.6207216,-0.2532709
1869,parking,51.6179837,-0.2667353
1870,"atm,",51.6223304,-0.2552496
1871,"atm,",51.626424,-0.2700051
1872,"atm,",51.6170941,-0.2607619
1873,"atm,",51.61577,-0.2752691
1874,park,51.62499589999999,-0.2647413
1875,park,51.6271351,-0.2667256
1876,park,51.6257372,-0.2612395
1877,market,51.6207351,-0.2634197
1878,market,51.6171521,-0.2600306
1879,market,51.6159025,-0.2759255
1880,market,51.62649769999999,-0.270449
1881,restaurant,51.6292576,-0.2639762
1882,restaurant,51.6264161,-0.2698916
1883,restaurant,51.6262975,-0.2700413
1884,restaurant,51.62642169999999,-0.2699878
1885,restaurant,51.6264429,-0.2699799
1886,restaurant,51.6311007,-0.2641597
1887,restaurant,51.63115550000001,-0.263955
1888,groceries,51.6311905,-0.2639829
1889,church,51.628729,-0.2723952
1890,bus,51.629646,-0.269068
1891,bus,51.62630799999999,-0.268964
1892,bus,51.629471,-0.272296
1893,bus,51.628155,-0.267304
1894,bus,51.62667099999999,-0.254053
1895,bus,51.6313932,-0.2641125
1896,bus,51.638378,-0.255164
1897,school,51.6288208,-0.2724412
1898,hotel,51.6319671,-0.2662635
1899,cafe,51.6310013,-0.26405
1900,cafe,51.6262359,-0.2689943
1901,bank,51.6311168,-0.264081
1902,gym,51.6290275,-0.2719929
1903,gym,51.6290278,-0.2719973
1904,parking,51.6310528,-0.2649952
1905,parking,51.6394573,-0.2567226
1906,"atm,",51.6313347,-0.2640056
1907,restaurant,51.6423654,-0.2544322
1908,restaurant,51.6521047,-0.2539186
1909,restaurant,51.651424,-0.261364
1910,groceries,51.64404099999999,-0.254951
1911,groceries,51.6520053,-0.2612189
1912,groceries,51.6429707,-0.253696
1913,groceries,51.6440492,-0.2559331
1914,church,51.6479289,-0.2634966
1915,church,51.6510653,-0.2550596
1916,church,51.6521514,-0.2550817
1917,church,51.65251370000001,-0.2611739
1918,bus,51.65049,-0.260958
1919,bus,51.643715,-0.257113
1920,bus,51.65064599999999,-0.271057
1921,bus,51.643505,-0.255777
1922,bus,51.648113,-0.256134
1923,bus,51.645763,-0.261443
1924,bus,51.65111899999999,-0.259994
1925,bus,51.650467,-0.256579
1926,bus,51.64832699999999,-0.265002
1927,bus,51.648365,-0.263266
1928,bus,51.651039,-0.259997
1929,bus,51.65016199999999,-0.26989
1930,bus,51.651073,-0.261601
1931,bus,51.639896,-0.256306
1932,bus,51.648678,-0.272259
1933,bus,51.64222299999999,-0.253167
1934,bus,51.650322,-0.269161
1935,bus,51.64915800000001,-0.255675
1936,bus,51.646935,-0.258984
1937,bus,51.648079,-0.263392
1938,school,51.6501351,-0.2683064
1939,school,51.6459008,-0.2583973
1940,school,51.6524965,-0.2609508
1941,school,51.6502484,-0.2656017
1942,hospital,51.6460825,-0.253609
1943,bar,51.6507429,-0.2652838000000001
1944,cafe,51.65224079999999,-0.2612041
1945,post,51.6512743,-0.261329
1946,gym,51.6464582,-0.2537326
1947,gym,51.6466171,-0.2541976
1948,train,51.6525901,-0.2794881
1949,"atm,",51.6512944,-0.2612731
1950,"atm,",51.6464186,-0.2541395
1951,"atm,",51.643032,-0.2538507
1952,park,51.650078,-0.2585385
1953,park,51.6460831,-0.269067
1954,park,51.6485852,-0.2596505
1955,restaurant,51.65752000000001,-0.272615
1956,restaurant,51.6572707,-0.2733571
1957,restaurant,51.6571049,-0.2738649
1958,restaurant,51.657909,-0.2717191
1959,restaurant,51.65982109999999,-0.2661956
1960,restaurant,51.656972,-0.2729613
1961,restaurant,51.6572535,-0.2723178
1962,restaurant,51.6564499,-0.2740314
1963,groceries,51.6557484,-0.2692057
1964,groceries,51.66571649999999,-0.269713
1965,groceries,51.6579388,-0.2716587
1966,groceries,51.66406060000001,-0.2611492
1967,groceries,51.6516247,-0.2612827
1968,church,51.66028920000001,-0.2687594
1969,bus,51.6582149,-0.2707829
1970,bus,51.6590427,-0.2684104
1971,bus,51.66058,-0.262278
1972,bus,51.659451,-0.261468
1973,bus,51.657207,-0.270344
1974,bus,51.65900569999999,-0.2680021
1975,bus,51.654587,-0.260859
1976,bus,51.65725699999999,-0.270415
1977,bus,51.654251,-0.260756
1978,bus,51.659893,-0.258342
1979,bus,51.662632,-0.274576
1980,bus,51.660507,-0.27204
1981,school,51.6550537,-0.2642257
1982,school,51.6545354,-0.2570801
1983,school,51.6601536,-0.2710747000000001
1984,school,51.6548992,-0.2667532
1985,school,51.6605669,-0.2609467
1986,school,51.6545869,-0.2680837
1987,school,51.66008739999999,-0.270865
1988,school,51.659476,-0.2714561
1989,school,51.6609029,-0.2716451
1990,school,51.6594679,-0.267437
1991,school,51.65604500000001,-0.2743243
1992,hospital,51.6589485,-0.2566861
1993,hotel,51.6599464,-0.2659211
1994,hotel,51.658827,-0.254928
1995,hotel,51.6628316,-0.2618948
1996,hotel,51.6589131,-0.2530677
1997,hotel,51.65716399999999,-0.272155
1998,university,51.6602985,-0.2636615
1999,university,51.6622999,-0.2614579
2000,bar,51.6573118,-0.2722017
2001,bar,51.6630832,-0.2619593
2002,cafe,51.65573999999999,-0.26915
2003,cafe,51.6584252,-0.267374
2004,cafe,51.6578069,-0.2719933
2005,cafe,51.6586139,-0.2529473
2006,bank,51.6577808,-0.2722259
2007,bank,51.6561754,-0.2689707
2008,bank,51.658058,-0.25554
2009,bank,51.6596884,-0.2589508
2010,bank,51.6579854,-0.2616281
2011,bank,51.6610319,-0.2684841
2012,bank,51.657124,-0.2734523
2013,police,51.6595155,-0.2683807
2014,post,51.65395119999999,-0.2791221
2015,gym,51.6599824,-0.2653276
2016,gym,51.6623539,-0.2717854
2017,museum,51.65632730000001,-0.2738308
2018,parking,51.6606009,-0.2716853
2019,parking,51.6605088,-0.2667751
2020,parking,51.6587648,-0.2534598
2021,"atm,",51.6521662,-0.2612089
2022,"atm,",51.6577168,-0.2722707
2023,"atm,",51.665781,-0.2695919
2024,park,51.6554486,-0.2588996
2025,park,51.6578859,-0.2707053
2026,park,51.65977239999999,-0.2554748
2027,market,51.6644352,-0.2616468
2028,market,51.6558382,-0.2778415
2029,soccer field,51.6621617,-0.2712835
2030,library,51.6596387,-0.2667352
2031,library,51.6559898,-0.2741893
2032,restaurant,51.66292989999999,-0.2619416
2033,restaurant,51.6659327,-0.2693967
2034,restaurant,51.6667555,-0.2540837
2035,bus,51.667027,-0.259312
2036,bus,51.66653100000001,-0.261572
2037,bus,51.665833,-0.266574
2038,bus,51.676132,-0.27415
2039,bus,51.67252,-0.273766
2040,bus,51.665703,-0.269456
2041,bus,51.676334,-0.274518
2042,bus,51.66637799999999,-0.267652
2043,bus,51.66567999999999,-0.258236
2044,bus,51.669334,-0.271082
2045,bus,51.664463,-0.25863
2046,bus,51.664082,-0.272208
2047,bus,51.664486,-0.261289
2048,bus,51.668571,-0.273136
2049,bus,51.667713,-0.275858
2050,bus,51.66758,-0.257671
2051,bus,51.666188,-0.2562722
2052,school,51.6664201,-0.2658447
2053,school,51.67234819999999,-0.2600244
2054,gym,51.66780079999999,-0.2557158
2055,restaurant,51.5588923,-0.2491456
2056,restaurant,51.5597608,-0.2510389
2057,restaurant,51.5489988,-0.2387709
2058,restaurant,51.55260699999999,-0.2382466
2059,restaurant,51.5507851,-0.2409627
2060,restaurant,51.5603798,-0.252419
2061,restaurant,51.56012,-0.2527497
2062,restaurant,51.5527266,-0.2381979
2063,restaurant,51.5597813,-0.2511298
2064,restaurant,51.54912220000001,-0.2427753
2065,restaurant,51.559825,-0.2515904
2066,restaurant,51.5600062,-0.2507108
2067,restaurant,51.5490576,-0.2433636
2068,restaurant,51.5496042,-0.239542
2069,restaurant,51.5590622,-0.2492679
2070,restaurant,51.5508878,-0.2412271
2071,restaurant,51.5479066,-0.2373303
2072,restaurant,51.54783519999999,-0.236203
2073,restaurant,51.5491824,-0.2441668
2074,groceries,51.5612286,-0.2524763
2075,groceries,51.552658,-0.2382261
2076,groceries,51.55069229999999,-0.2409487
2077,groceries,51.5595843,-0.2503761
2078,groceries,51.5476148,-0.2350957
2079,groceries,51.5505678,-0.2469092
2080,groceries,51.5600771,-0.2523923
2081,groceries,51.5601299,-0.2512489
2082,groceries,51.5557805,-0.2522071
2083,church,51.5582487,-0.2482202999999999
2084,church,51.5598444,-0.2514558
2085,church,51.5489769,-0.2497967
2086,church,51.5484965,-0.2404912
2087,church,51.5483915,-0.2406726
2088,church,51.5472704,-0.2339399
2089,church,51.5614085,-0.2341003
2090,church,51.5536762,-0.2344958
2091,church,51.5479577,-0.2407484
2092,bus,51.558559,-0.250589
2093,bus,51.555145,-0.237622
2094,bus,51.556023,-0.250109
2095,bus,51.549335,-0.239476
2096,bus,51.54985,-0.249279
2097,bus,51.560101,-0.240157
2098,bus,51.55867,-0.247353
2099,bus,51.55719,-0.253642
2100,bus,51.55880699999999,-0.248603
2101,bus,51.553123,-0.243672
2102,bus,51.552807,-0.238289
2103,bus,51.550388,-0.240618
2104,bus,51.55209,-0.253477
2105,bus,51.553085,-0.241812
2106,bus,51.557312,-0.247218
2107,bus,51.561169,-0.252739
2108,bus,51.556759,-0.253024
2109,bus,51.550446,-0.240919
2110,bus,51.55223429999999,-0.2575931
2111,bus,51.558338,-0.247207
2112,school,51.5586588,-0.2489089
2113,school,51.5552539,-0.2477777
2114,school,51.55107779999999,-0.249253
2115,school,51.54925300000001,-0.2365618
2116,school,51.5624899,-0.2387904
2117,school,51.5483495,-0.2519144
2118,school,51.5629172,-0.2414582
2119,school,51.552283,-0.2338631
2120,school,51.5494354,-0.2494724
2121,hotel,51.5621771,-0.2484676
2122,hotel,51.55094589999999,-0.2420936
2123,hotel,51.5486589,-0.2387298
2124,hotel,51.55208409999999,-0.2368304
2125,university,51.5511845,-0.2434556
2126,university,51.5545744,-0.2501031
2127,bar,51.56064629999999,-0.2527373
2128,bar,51.549006,-0.2416378
2129,bar,51.5491013,-0.2429281
2130,bar,51.5579179,-0.2542657
2131,bar,51.5476645,-0.2363281
2132,bar,51.5480087,-0.2483832
2133,bar,51.5600841,-0.2524211
2134,cafe,51.5600702,-0.2368115
2135,cafe,51.5600023,-0.252212
2136,cafe,51.5492278,-0.2421208
2137,cafe,51.5509378,-0.2417522999999999
2138,cafe,51.5600764,-0.2518528
2139,cafe,51.5479409,-0.237165
2140,cafe,51.5472804,-0.2499183
2141,cafe,51.5478568,-0.2491901
2142,cafe,51.54724539999999,-0.234405
2143,cafe,51.5599906,-0.2505217
2144,bank,51.5601402,-0.2514035
2145,bank,51.5475968,-0.2350648
2146,post,51.5600787,-0.2510785
2147,post,51.56007,-0.25119
2148,shopping mall,51.5490789,-0.2388462
2149,shopping mall,51.5507318,-0.2470951
2150,train,51.5540337,-0.2497317
2151,train,51.5519705,-0.2387564
2152,train,51.5527129,-0.2388498
2153,parking,51.5598846,-0.2417743
2154,parking,51.5589584,-0.2500998
2155,"atm,",51.5601177,-0.2510826
2156,"atm,",51.5506968,-0.2409553
2157,"atm,",51.5557425,-0.2521906
2158,"atm,",51.5535642,-0.2438703
2159,park,51.5590488,-0.2374251
2160,park,51.55728879999999,-0.2383066
2161,park,51.55740729999999,-0.2360407
2162,park,51.5501145,-0.2391522
2163,park,51.5590915,-0.2333656
2164,market,51.5592633,-0.2499218
2165,market,51.547903,-0.2364354
2166,market,51.5477982,-0.2490929
2167,market,51.5595825,-0.2503717
2168,market,51.5469749,-0.2506158
2169,library,51.5483494,-0.2410794
2170,restaurant,51.5628506,-0.2459712
2171,restaurant,51.5683259,-0.2355244
2172,restaurant,51.56896769999999,-0.238405
2173,restaurant,51.5764957,-0.2388166
2174,restaurant,51.5670707,-0.2365271
2175,restaurant,51.5669238,-0.2387529
2176,restaurant,51.5671184,-0.2442546
2177,restaurant,51.5765847,-0.2389082
2178,restaurant,51.569054,-0.2384586
2179,restaurant,51.5669733,-0.2386749
2180,restaurant,51.56895429999999,-0.2384437
2181,restaurant,51.5692161,-0.2380825999999999
2182,restaurant,51.5693859,-0.2381216
2183,groceries,51.566645,-0.2336998
2184,church,51.564166,-0.243059
2185,bus,51.56298400000001,-0.245384
2186,bus,51.56789,-0.24264
2187,bus,51.566624,-0.246239
2188,bus,51.56515899999999,-0.249917
2189,bus,51.564819,-0.238849
2190,bus,51.569767,-0.237099
2191,bus,51.5699321,-0.2358438
2192,bus,51.564499,-0.240145
2193,bus,51.568577,-0.241762
2194,bus,51.56770700000001,-0.234524
2195,bus,51.5742214,-0.2359605
2196,bus,51.566223,-0.234048
2197,bus,51.56324,-0.259585
2198,bus,51.56642189999999,-0.2477156
2199,bus,51.566505,-0.233748
2200,bus,51.5635191,-0.2504631
2201,bus,51.569954,-0.238015
2202,school,51.5632422,-0.24183
2203,school,51.5647995,-0.2450008
2204,school,51.57313329999999,-0.2342052
2205,school,51.5674989,-0.2383669
2206,school,51.5683798,-0.2354971
2207,hospital,51.574434,-0.246256
2208,hotel,51.5724758,-0.2335174
2209,hotel,51.5651161,-0.2424254
2210,hotel,51.56578649999999,-0.2441711
2211,cafe,51.56705780000001,-0.2364818
2212,bank,51.57563340000001,-0.2373331
2213,post,51.5649283,-0.2388029
2214,post,51.5659383,-0.2445167
2215,post,51.5765926,-0.2382756
2216,post,51.5766223,-0.2382982
2217,gym,51.56449259999999,-0.2433385
2218,"atm,",51.5668099,-0.2338317
2219,"atm,",51.5765172,-0.2383546
2220,park,51.56597439999999,-0.2522732
2221,park,51.5729232,-0.2471071
2222,park,51.5709457,-0.2493048
2223,park,51.5753157,-0.2417438
2224,market,51.5668663,-0.2363273
2225,market,51.5679722,-0.2333023
2226,restaurant,51.5771726,-0.2390096
2227,restaurant,51.5782518,-0.2401544
2228,restaurant,51.5870167,-0.2513542
2229,restaurant,51.57676379999999,-0.2390292
2230,restaurant,51.5845423,-0.2480208
2231,restaurant,51.577216,-0.2390468
2232,restaurant,51.58826670000001,-0.251575
2233,restaurant,51.58852350000001,-0.2523241
2234,restaurant,51.5762971,-0.2379893
2235,restaurant,51.58805359999999,-0.2524003
2236,restaurant,51.5871605,-0.251464
2237,restaurant,51.5888337,-0.253262
2238,restaurant,51.58775929999999,-0.2513979
2239,restaurant,51.5763042,-0.238126
2240,restaurant,51.5885978,-0.2529894
2241,restaurant,51.5880063,-0.2517976
2242,restaurant,51.5880971,-0.252445
2243,groceries,51.5796919,-0.2422602
2244,groceries,51.5874452,-0.2517858
2245,groceries,51.58202199999999,-0.2441846
2246,groceries,51.5868347,-0.2510887000000001
2247,groceries,51.5784605,-0.2403715
2248,groceries,51.577711,-0.2401665
2249,groceries,51.5870505,-0.2514154
2250,groceries,51.5818838,-0.2440185
2251,groceries,51.5883254,-0.251908
2252,church,51.5791794,-0.2392101
2253,church,51.58639669999999,-0.2449876
2254,church,51.5773234,-0.2396108
2255,church,51.5788774,-0.2362679
2256,church,51.58787450000001,-0.2515821
2257,bus,51.579346,-0.238864
2258,bus,51.57703,-0.239185
2259,bus,51.576771,-0.238689
2260,bus,51.5814874,-0.2443026
2261,bus,51.580025,-0.237957
2262,bus,51.58406170000001,-0.2495111
2263,bus,51.57922749999999,-0.2413199
2264,bus,51.587017,-0.251184
2265,bus,51.584103,-0.248698
2266,bus,51.584732,-0.248486
2267,bus,51.58264399999999,-0.2528301
2268,bus,51.578182,-0.240425
2269,bus,51.5792706,-0.2416265
2270,bus,51.581993,-0.245329
2271,bus,51.5877887,-0.2516445
2272,bus,51.58387399999999,-0.247725
2273,bus,51.587818,-0.237165
2274,school,51.5829353,-0.2473444
2275,school,51.5801848,-0.2396812
2276,school,51.5793039,-0.2419672
2277,school,51.57971089999999,-0.2364944
2278,school,51.5798104,-0.2360442
2279,school,51.5788682,-0.2363117
2280,school,51.5773527,-0.2397976
2281,school,51.57908399999999,-0.236429
2282,school,51.5795373,-0.2475726
2283,school,51.5797463,-0.236511
2284,school,51.5763887,-0.2385788
2285,hotel,51.5848266,-0.2483699
2286,hotel,51.588593,-0.2495289
2287,bar,51.5870948,-0.251459
2288,bar,51.58803589999999,-0.2523827
2289,bar,51.5874037,-0.2510146
2290,bar,51.5872635,-0.2516274
2291,bar,51.5803551,-0.2377721
2292,cafe,51.5788768,-0.2407977
2293,cafe,51.5781706,-0.2400653
2294,cafe,51.5779249,-0.2396795
2295,cafe,51.57862600000001,-0.2405651
2296,cafe,51.5786484,-0.2405913
2297,cafe,51.57974609999999,-0.2423554
2298,cafe,51.587671,-0.2520042
2299,cafe,51.58748430000001,-0.2518139
2300,police,51.5818275,-0.2453664
2301,post,51.587515,-0.2521141
2302,post,51.58752,-0.25211
2303,shopping mall,51.5810568,-0.2446979
2304,museum,51.5794219,-0.2389352
2305,train,51.5801178,-0.2386251
2306,parking,51.5785707,-0.2418058
2307,parking,51.5808863,-0.2469614
2308,parking,51.579994,-0.238484
2309,parking,51.5807592,-0.2387016
2310,"atm,",51.587587,-0.2519436
2311,park,51.5830855,-0.2378591
2312,park,51.5808678,-0.2504738
2313,park,51.5885963,-0.2433971
2314,park,51.5820576,-0.2515040000000001
2315,park,51.5828214,-0.2503613
2316,soccer field,51.5756038,-0.2530826
2317,restaurant,51.59556260000001,-0.2514977
2318,restaurant,51.5957221,-0.2512366
2319,restaurant,51.59500999999999,-0.250918
2320,restaurant,51.5950099,-0.2509181
2321,restaurant,51.5953813,-0.2505351
2322,restaurant,51.5953329,-0.2512823
2323,restaurant,51.5954353,-0.2431434
2324,restaurant,51.588024,-0.2523221
2325,groceries,51.5954351,-0.2506608
2326,groceries,51.597062,-0.244952
2327,groceries,51.5876695,-0.2512888
2328,groceries,51.596318,-0.2429143
2329,groceries,51.5883115,-0.2514989
2330,church,51.6014509,-0.2387885
2331,church,51.6009249,-0.2436009
2332,bus,51.5956303,-0.2488373
2333,bus,51.5951727,-0.2502228
2334,bus,51.5935107,-0.2370737
2335,bus,51.593807,-0.252887
2336,bus,51.591125,-0.246825
2337,bus,51.59569519999999,-0.244909
2338,bus,51.591511,-0.250347
2339,bus,51.59207499999999,-0.253271
2340,bus,51.591183,-0.246491
2341,bus,51.590408,-0.255356
2342,bus,51.5984269,-0.245392
2343,bus,51.590191,-0.254744
2344,bus,51.596695,-0.244041
2345,bus,51.588474,-0.238915
2346,bus,51.593384,-0.255401
2347,school,51.5894915,-0.2467435
2348,school,51.5902965,-0.240746
2349,school,51.60024420000001,-0.2394329
2350,school,51.600437,-0.2413345
2351,school,51.6009203,-0.2412749
2352,school,51.5954902,-0.2509376
2353,school,51.6009251,-0.2409236
2354,school,51.59169869999999,-0.2497126
2355,school,51.5894948,-0.2467712
2356,school,51.5967007,-0.242202
2357,hospital,51.5939428,-0.2530459
2358,hotel,51.6001986,-0.2340696
2359,hotel,51.5955334,-0.2509899
2360,hotel,51.5958683,-0.2450948
2361,university,51.5974869,-0.2455049
2362,bar,51.5965445,-0.242749
2363,bar,51.58853,-0.2530243
2364,bar,51.5933721,-0.2597284
2365,cafe,51.59614389999999,-0.2428622
2366,cafe,51.5968635,-0.2377425
2367,cafe,51.5949997,-0.2508905
2368,cafe,51.5944,-0.24993
2369,bank,51.5961948,-0.2428346
2370,bank,51.5969859,-0.2449989
2371,bank,51.5953604,-0.2507563
2372,bank,51.5940604,-0.2522997
2373,police,51.59682060000001,-0.2409912
2374,police,51.5938174,-0.240708
2375,police,51.591029,-0.2394821
2376,police,51.59369539999999,-0.2398753
2377,police,51.59501299999999,-0.242113
2378,police,51.5945785,-0.2410793
2379,post,51.5961249,-0.2482081
2380,shopping mall,51.5938337,-0.2467391
2381,gym,51.59689969999999,-0.2444509
2382,gym,51.5953051,-0.2506875
2383,gym,51.5957977,-0.2417129
2384,gym,51.5984959,-0.2351054
2385,gym,51.58828800000001,-0.2526426
2386,gym,51.5932609,-0.2337031
2387,gym,51.5986825,-0.2352341
2388,museum,51.59807900000001,-0.2383246
2389,museum,51.5959655,-0.2409299
2390,museum,51.5963795,-0.2379365
2391,train,51.5953204,-0.2501156
2392,parking,51.5955094,-0.2496218
2393,parking,51.599053,-0.244702
2394,parking,51.5972938,-0.2451789
2395,"atm,",51.59516559999999,-0.2502399
2396,park,51.5941653,-0.248837
2397,park,51.5954972,-0.2392384
2398,park,51.5913873,-0.2481459
2399,park,51.60131819999999,-0.2495685
2400,park,51.6016611,-0.2391142
2401,park,51.5937891,-0.2485848
2402,market,51.5956982,-0.2401945
2403,market,51.588694,-0.2532106
2404,market,51.5933327,-0.2336855
2405,soccer field,51.5984339,-0.2409739
2406,soccer field,51.5985194,-0.2418569
2407,library,51.5972594,-0.2455078
2408,restaurant,51.6039544,-0.2490204
2409,restaurant,51.6014185,-0.2453462
2410,restaurant,51.61408470000001,-0.2485101
2411,restaurant,51.610563,-0.257544
2412,restaurant,51.6022543,-0.2443426
2413,restaurant,51.6142212,-0.248051
2414,restaurant,51.6140505,-0.2505778
2415,restaurant,51.6136113,-0.2485924
2416,restaurant,51.61055460000001,-0.2575102
2417,restaurant,51.613941,-0.239031
2418,restaurant,51.6105513,-0.2573199
2419,restaurant,51.6146016,-0.2469301
2420,groceries,51.6142158,-0.2487771
2421,groceries,51.61466859999999,-0.2475391
2422,groceries,51.6023556,-0.2355157
2423,church,51.6034168,-0.2457138
2424,church,51.6093352,-0.2518359
2425,church,51.6147201,-0.24458
2426,bus,51.605007,-0.243677
2427,bus,51.601212,-0.251419
2428,bus,51.602112,-0.2543590000000001
2429,bus,51.610538,-0.247898
2430,bus,51.60152799999999,-0.245963
2431,bus,51.60568199999999,-0.24433
2432,bus,51.606506,-0.244125
2433,bus,51.603943,-0.244094
2434,bus,51.603275,-0.243802
2435,bus,51.610222,-0.254988
2436,bus,51.608555,-0.2409839999999999
2437,bus,51.610622,-0.249339
2438,bus,51.6080677,-0.2449915
2439,bus,51.601077,-0.2504292
2440,bus,51.602489,-0.242489
2441,bus,51.60725,-0.240356
2442,bus,51.609089,-0.250828
2443,bus,51.610268,-0.254538
2444,bus,51.6120984,-0.2417213
